Gene_acc,Gene_id,NST1p1,NST1p2,NST1p3,NST1p4,NST1m1,NST1m2,NST1m3,NST1m4,Desc
2375,Tb927.3.2950,1157600.0,1229300.0,1116500.0,1156100.0,1881700.0,2005000.0,2092300.0,1984300.0,ribonuclease inhibitor- like protein
2376,Tb927.3.2960,3078500.0,3465000.0,3230800.0,3109600.0,5981400.0,6282700.0,6267300.0,5974100.0,inosine-adenosine-guanosine-nucleosidehydrolase
2377,Tb927.3.2980,3918.6,4595.2,4476.4,4402.9,7640.3,7613.2,8248.9,7835.2,Mitochondrial iron transporter
2378,Tb927.3.3000,4792200.0,4788900.0,4302900.0,4622500.0,7879300.0,8019700.0,8319000.0,8339900.0,Putative intraflagellar transport protein C3
2379,Tb927.3.3030,908200.0,987010.0,930860.0,928870.0,1449900.0,1505400.0,1628700.0,1589100.0,"phosphatidylcholine transfer protein, putative"
2380,Tb927.3.3040,168940.0,145020.0,132650.0,139370.0,307750.0,286240.0,290500.0,194550.0,"Right handed beta helix region, putative"
2381,Tb927.3.3070,37364.0,32712.0,33692.0,35576.0,60014.0,59941.0,63176.0,64052.0,"3, 5-cyclic nucleotide phosphodiesterase, putative"
2382,Tb927.3.3080,62869.0,57530.0,53536.0,55496.0,87200.0,96192.0,90477.0,98416.0,"Serine/threonine-protein kinase NEK6, putative"
2383,Tb927.3.3100,99856.0,94706.0,99364.0,103540.0,183440.0,179560.0,180130.0,164180.0,"peptidyl-prolyl cis-trans isomerase NIMA-interacting 4, putative"
2384,Tb927.3.3110,309080.0,326750.0,320460.0,310580.0,521540.0,561180.0,558700.0,528270.0,"Condensin complex subunit 3, putative"
2385,Tb927.3.3120,800230.0,801410.0,792190.0,768890.0,1282500.0,1262100.0,1412700.0,1272600.0,"hypothetical protein, conserved"
2386,Tb927.3.3130,1192500.0,1255300.0,1192900.0,1238000.0,1818500.0,1994300.0,1986500.0,1982200.0,Present in the outer mitochondrial membrane proteome 24
2387,Tb927.3.3150,161740.0,168060.0,183840.0,156000.0,275380.0,295820.0,321360.0,286610.0,"hypothetical protein, conserved"
2388,Tb927.3.3170,1313500.0,1388200.0,1220100.0,1276900.0,2042900.0,2146600.0,2299000.0,2142600.0,SUMO-interacting motif-containing protein
2389,Tb927.3.3180,105010.0,81921.0,119390.0,116620.0,161740.0,178100.0,190940.0,166750.0,Nucleoporin NUP98
2390,Tb927.3.3190,2348000.0,2293500.0,2299000.0,2159000.0,3871700.0,3972000.0,4245100.0,4198800.0,"Serine/threonine-protein kinase NEK7, putative"
2391,Tb927.3.3200,353220.0,387990.0,363370.0,367790.0,605170.0,690920.0,699730.0,738190.0,"Domain of unknown function (DUF4586), putative"
2392,Tb927.3.3220,970510.0,951210.0,1022200.0,895450.0,1543200.0,1653400.0,1760500.0,1624100.0,"RNA polymerase-associated protein CTR9, putative"
2393,Tb927.3.3230,57719.0,60772.0,57324.0,52207.0,85467.0,88404.0,89240.0,101160.0,"NOL1/NOP2/sun family, putative"
2394,Tb927.3.3270,49504000.0,50273000.0,49045000.0,47909000.0,83153000.0,87513000.0,86751000.0,86003000.0,"ATP-dependent 6-phosphofructokinase, glycosomal"
2395,Tb927.3.3280,876850.0,868660.0,868530.0,858550.0,1442600.0,1402000.0,1526500.0,1492400.0,"vacuolar protein sorting-associated protein 4, putative"
2396,Tb927.3.3300,5714900.0,6026500.0,5557500.0,5440600.0,9549200.0,10257000.0,10353000.0,10279000.0,Flagellum attachment zone protein 19
2397,Tb927.3.3320,4519200.0,5258400.0,3922100.0,4743200.0,7502900.0,9324200.0,8648100.0,8536600.0,"60S ribosomal protein L13, putative"
2398,Tb927.3.3330,875480.0,764260.0,794930.0,806350.0,1287600.0,1322600.0,1441700.0,1384200.0,"heat shock protein 20, putative"
2399,Tb927.3.3370,364680.0,424570.0,353640.0,350840.0,650930.0,666130.0,702910.0,621330.0,"hypothetical protein, conserved"
2400,Tb927.3.3390,47273.0,46522.0,47024.0,48279.0,72358.0,80493.0,76523.0,75745.0,"kinesin, putative"
2401,Tb927.3.3410,1689300.0,1693500.0,1610400.0,1568700.0,2661300.0,2795500.0,2837900.0,2598700.0,"aspartyl aminopeptidase, putative"
2402,Tb927.3.3450,10483000.0,11027000.0,10844000.0,10802000.0,20047000.0,19661000.0,19873000.0,18958000.0,"ADP-ribosylation factor-like protein 3, putative"
2403,Tb927.3.3460,302040.0,318850.0,291210.0,276910.0,507500.0,609210.0,573470.0,574210.0,"succinate dehydrogenase flavoprotein subunit, putative"
2404,Tb927.3.3490,5728700.0,5488100.0,5320500.0,5019900.0,9247200.0,9586600.0,9716500.0,9307100.0,High mobility group protein TDP1
2405,Tb927.3.3500,32390.0,24796.0,31496.0,25029.0,43998.0,44829.0,52828.0,42207.0,"hypothetical protein, conserved"
2406,Tb927.3.3510,196700.0,205110.0,175560.0,156790.0,248370.0,305230.0,297530.0,260650.0,"hypothetical protein, conserved"
2407,Tb927.3.3520,35340.0,20047.0,28948.0,27393.0,60126.0,47626.0,45522.0,44216.0,Present in the outer mitochondrial membrane proteome 25
2408,Tb927.3.3540,68554.0,64020.0,69450.0,65561.0,112710.0,124150.0,117820.0,123540.0,Nucleoporin NUP53b
2409,Tb927.3.3560,5609700.0,5496300.0,5450300.0,5325400.0,8843900.0,9629600.0,9674900.0,9632400.0,"U-box domain containing protein, putative"
2410,Tb927.3.3580,2938800.0,3120600.0,2825900.0,2794900.0,5179400.0,5225000.0,5441600.0,5413300.0,"heat shock protein 90, putative"
2411,Tb927.3.3590,715690.0,714550.0,745190.0,659410.0,1107100.0,1146900.0,1235600.0,1250100.0,"U3 small nucleolar ribonucleoprotein protein MPP10, putative"
2412,Tb927.3.3610,242220.0,251090.0,213990.0,226890.0,396530.0,410220.0,430290.0,391600.0,"peroxisomal targeting signal 2 receptor, putative"
2413,Tb927.3.3640,14462.0,10150.0,9914.0,11980.0,20751.0,15983.0,18361.0,21475.0,bardet-biedl syndrome 7 protein
2414,Tb927.3.3650,61473.0,55636.0,70048.0,60435.0,111270.0,112930.0,123660.0,109550.0,"hypothetical protein, conserved"
2415,Tb927.3.3670,290930.0,293460.0,250520.0,261530.0,445530.0,474310.0,470010.0,480820.0,Triple RNA binding domain protein 3
2416,Tb927.3.3690,874160.0,948290.0,835860.0,864520.0,1410200.0,1517500.0,1584600.0,1507200.0,"flagellar radial spoke protein-like, putative"
2417,Tb927.3.3740,22922.0,23330.0,25241.0,27305.0,37612.0,45458.0,39064.0,41547.0,"Zinc-finger double-stranded RNA-binding, putative"
2418,Tb927.3.3750,842970.0,847610.0,799470.0,739320.0,1395300.0,1375800.0,1377600.0,1423200.0,"paraflagellar rod component, putative"
2419,Tb927.3.3780,7063700.0,8486600.0,8104000.0,8130400.0,13755000.0,13977000.0,14069000.0,14830000.0,"tryparedoxin 1a, putative"
2420,Tb927.3.3820,74413.0,63113.0,63092.0,57464.0,99954.0,110040.0,116420.0,125220.0,"hypothetical protein, conserved"
2421,Tb927.3.3830,794180.0,815390.0,708050.0,716050.0,1346000.0,1211500.0,1366400.0,1337100.0,"hypothetical protein, conserved"
2422,Tb927.3.3840,16430.0,15510.0,11916.0,19475.0,32929.0,34141.0,29695.0,32585.0,"Family of unknown function (DUF572), putative"
2423,Tb927.3.3850,467290.0,486890.0,491020.0,473040.0,782760.0,830410.0,868870.0,801830.0,COPII coat assembly protein sec16
2424,Tb927.3.3870,47252.0,55725.0,56490.0,48773.0,88263.0,103720.0,102560.0,91063.0,"lipase domain protein, putative"
2425,Tb927.3.3880,26651.0,31118.0,26540.0,24389.0,48941.0,49585.0,47124.0,51839.0,"hypothetical protein, conserved"
2426,Tb927.3.3900,1017500.0,1092400.0,1005500.0,971940.0,1498600.0,1596100.0,1686000.0,1704500.0,"carnitine O-palmitoyltransferase II, putative"
2427,Tb927.3.3940,305790.0,309460.0,293100.0,309160.0,529430.0,486680.0,553550.0,552630.0,"RNA-binding protein, putative"
2428,Tb927.3.3970,147870.0,163560.0,143340.0,149820.0,248000.0,220660.0,246190.0,298260.0,"Cell growth-regulating nucleolar protein, putative"
2429,Tb927.3.4000,462890.0,422290.0,408230.0,451630.0,706150.0,710700.0,858430.0,772230.0,"clathrin coat assembly protein ap19, putative"
2430,Tb927.3.4030,166290.0,162730.0,167700.0,154180.0,257070.0,276470.0,300680.0,286800.0,"hypothetical protein, conserved"
2431,Tb927.3.4040,2138800.0,2212900.0,2252600.0,2129900.0,3603100.0,4059000.0,4214500.0,3993400.0,"Ankyrin repeats (3 copies), putative"
2432,Tb927.3.4060,39960.0,37154.0,27550.0,40876.0,59020.0,57819.0,65416.0,55954.0,asparagine synthetase domain-containing protein 1
2433,Tb927.3.4070,4641900.0,4681400.0,4445900.0,4446300.0,7727300.0,7728400.0,7645400.0,7479400.0,"Pyruvate transporter, putative"
2434,Tb927.3.410,711340.0,704310.0,647750.0,425550.0,898360.0,1101300.0,948350.0,877210.0,"variant surface glycoprotein, degenerate"
2435,Tb927.3.4120,99281.0,102940.0,99838.0,114240.0,165140.0,164140.0,180880.0,160900.0,"hypothetical protein, conserved"
2436,Tb927.3.4140,192250.0,178180.0,208880.0,198690.0,285800.0,323190.0,356320.0,353290.0,"hypothetical protein, conserved"
2437,Tb927.3.4160,250440.0,254160.0,243720.0,241700.0,394640.0,432920.0,397070.0,401200.0,"XPC-binding domain/UBA/TS-N domain containing protein, putative"
2438,Tb927.3.4190,835240.0,779380.0,833540.0,775580.0,1274200.0,1418300.0,1459500.0,1385200.0,"endosomal integral membrane protein, putative"
2439,Tb927.3.4210,131750.0,109800.0,107500.0,106020.0,194050.0,214920.0,229420.0,205720.0,"hypothetical protein, conserved"
2440,Tb927.3.4230,358300.0,384540.0,384580.0,393520.0,614280.0,639010.0,667800.0,637090.0,"serine peptidase, clan SB, family S8-like protein"
2441,Tb927.3.4250,26802.0,28634.0,28720.0,24029.0,60429.0,41060.0,46317.0,57609.0,"hypothetical protein, conserved"
2442,Tb927.3.4260,150400.0,159260.0,139010.0,168890.0,257920.0,273240.0,321360.0,289420.0,Acetyl-CoA hydrolase
2443,Tb927.3.4270,233930.0,226170.0,216060.0,216620.0,383970.0,398960.0,416840.0,418360.0,"hypothetical protein, conserved"
2444,Tb927.3.4380,49752.0,54348.0,60218.0,59011.0,93292.0,98602.0,116610.0,108420.0,"sorting assembly machinery 50 kDa subunit, putative"
2445,Tb927.3.4390,204370.0,220420.0,203430.0,238650.0,339540.0,381690.0,376950.0,352800.0,dihydrolipoamide dehydrogenase
2446,Tb927.3.4400,37149.0,36625.0,33594.0,34476.0,51369.0,47419.0,57258.0,51735.0,"basal body component, putative"
2447,Tb927.3.4410,31435.0,24673.0,33910.0,26973.0,55704.0,50366.0,51802.0,64531.0,"pre-RNA processing PIH1/Nop17, putative"
2448,Tb927.3.4420,651970.0,654070.0,647050.0,633930.0,1086000.0,1096300.0,1204100.0,1096100.0,"hypothetical protein, conserved"
2449,Tb927.3.4470,35775.0,40731.0,33548.0,33999.0,57126.0,63478.0,68900.0,68378.0,"hypothetical protein, conserved"
2450,Tb927.3.4490,117160.0,119000.0,132720.0,117450.0,179110.0,197850.0,197830.0,187970.0,"protein farnesyltransferase alpha subunit, putative"
2451,Tb927.3.4500,188080.0,182570.0,179370.0,178050.0,288910.0,286620.0,326000.0,300100.0,"Fumarate hydratase class I, cytosolic"
2452,Tb927.3.4510,815690.0,819510.0,722200.0,771050.0,1171200.0,1241700.0,1295700.0,1146400.0,"hypothetical protein, conserved"
2453,Tb927.3.4560,194990.0,174500.0,189470.0,195020.0,291870.0,285900.0,299430.0,272740.0,"5-AMP-activated protein kinase catalytic subunit alpha, putative"
2455,Tb927.3.4580,128420.0,115890.0,130110.0,115170.0,184080.0,195480.0,195400.0,192400.0,"hypothetical protein, conserved"
2456,Tb927.3.4590,497080.0,536880.0,493610.0,516720.0,880490.0,910400.0,896330.0,876060.0,"hypothetical protein, conserved"
2457,Tb927.3.4600,443530.0,446800.0,450770.0,399590.0,657560.0,693360.0,737780.0,714220.0,"hypothetical protein, conserved"
2458,Tb927.3.4620,91216.0,99513.0,103300.0,101880.0,158770.0,167590.0,174140.0,159840.0,"AAA domain containing protein, putative"
2459,Tb927.3.4630,2988700.0,3238700.0,2978400.0,3033200.0,4947400.0,5228100.0,5331400.0,5088200.0,"UDP-glucose:glycoprotein glucosyltransferase, putative"
2460,Tb927.3.4640,340090.0,331350.0,349300.0,351820.0,559990.0,631690.0,631900.0,581630.0,"VIT family, putative"
2461,Tb927.3.4660,339920.0,366450.0,325260.0,340920.0,571840.0,576140.0,618910.0,567800.0,"WD domain, G-beta repeat, putative"
2462,Tb927.3.4670,136540.0,135150.0,131760.0,143080.0,234510.0,236950.0,242330.0,258780.0,"cdc2-related kinase 10, putative"
2463,Tb927.3.4680,4665200.0,4700700.0,4723800.0,4560000.0,7770000.0,7978700.0,8122900.0,8293600.0,"RAB GDP dissociation inhibitor alpha, putative"
2464,Tb927.3.4710,198890.0,179340.0,204750.0,194340.0,321940.0,290120.0,345180.0,286800.0,Flagellum attachment zone protein 23
2465,Tb927.3.4720,13370000.0,13514000.0,12674000.0,12946000.0,22474000.0,22914000.0,23388000.0,23026000.0,dynamin-1-like protein
2466,Tb927.3.4770,262120.0,285990.0,256730.0,245440.0,418840.0,426050.0,463510.0,430830.0,leucine-rich repeat-containing protein
2467,Tb927.3.4790,4355700.0,4702600.0,4386700.0,4268500.0,7240100.0,7897300.0,8578500.0,7599900.0,"Aminopeptidase M1, putative"
2468,Tb927.3.4760,526960.0,552660.0,490470.0,504840.0,945060.0,926250.0,1030200.0,922820.0,dynamin-1-like protein
2469,Tb927.3.4800,473590.0,435760.0,446890.0,419760.0,707410.0,717350.0,723590.0,703500.0,"hypothetical protein, conserved"
2470,Tb927.3.4820,83251.0,85607.0,86964.0,81257.0,153500.0,155550.0,177180.0,171220.0,"acyltransferase, putative"
2471,Tb927.3.4840,1004100.0,1023900.0,965530.0,1032300.0,1752600.0,1754400.0,1844200.0,1748900.0,"ubiquitin carboxyl-terminal hydrolase, putative"
2472,Tb927.3.4850,51995.0,55135.0,55655.0,48263.0,83155.0,100170.0,87670.0,82141.0,"enoyl-CoA hydratase, mitochondrial precursor, putative"
2473,Tb927.3.4860,550750.0,573240.0,551190.0,563070.0,903980.0,927780.0,972850.0,828340.0,mitogen-activated protein kinase kinase 1
2474,Tb927.3.4880,397310.0,400330.0,373200.0,367570.0,667370.0,710800.0,717640.0,620420.0,"nucleosome assembly protein (NAP), putative"
2475,Tb927.3.4910,256150.0,250220.0,263570.0,236330.0,388470.0,406660.0,451070.0,383470.0,"signal peptide peptidase, putative"
2476,Tb927.3.4920,246350.0,231910.0,228950.0,227770.0,431740.0,439750.0,455470.0,406550.0,"LETM1 and EF-hand domain-containing protein 1, putative"
2477,Tb927.3.4940,42947.0,41218.0,39820.0,39485.0,70910.0,66505.0,66460.0,62469.0,"5-histidylcysteine sulfoxide synthase, putative"
2478,Tb927.3.4950,41890.0,39500.0,40415.0,42516.0,61482.0,65450.0,65575.0,54474.0,"hypothetical protein, conserved"
2479,Tb927.3.4970,355750.0,381530.0,373520.0,381310.0,628650.0,650070.0,633420.0,677120.0,"hypothetical protein, conserved"
2480,Tb927.3.4980,267070.0,257160.0,283480.0,267460.0,438860.0,440970.0,444870.0,472080.0,"hypothetical protein, conserved, frameshift"
2481,Tb927.3.4990,10984.0,10709.0,14002.0,11528.0,20891.0,18143.0,20573.0,18895.0,"oxidoreductase, putative"
2482,Tb927.3.5010,1098800.0,1032500.0,1103600.0,1246100.0,1934300.0,1884100.0,1985800.0,1974300.0,"hypothetical protein, conserved"
2483,Tb927.3.5020,1704500.0,1713100.0,1668700.0,1721300.0,2859100.0,2927600.0,3154000.0,3087500.0,Flagellar Member 6
2484,Tb927.3.5030,46397.0,45469.0,43598.0,43866.0,67129.0,73948.0,65583.0,67040.0,KU70 protein
2485,Tb927.3.5040,80107.0,85945.0,83581.0,83628.0,129170.0,149030.0,148830.0,152470.0,"hypothetical protein, conserved"
2486,Tb927.3.5050,4334900.0,4491900.0,4238500.0,4355400.0,7186200.0,7017600.0,7888700.0,8188500.0,60S ribosomal protein L4
2487,Tb927.3.5060,2452400.0,2531800.0,2138800.0,2357700.0,3908900.0,4092200.0,4220400.0,4221600.0,"Ankyrin repeats (many copies)/Ankyrin repeats (3 copies), putative"
2488,Tb927.3.5070,376740.0,362460.0,387050.0,352400.0,580050.0,570380.0,633230.0,594200.0,"hypothetical protein, conserved"
2489,Tb927.3.5090,571240.0,517760.0,578510.0,568810.0,1040300.0,1002300.0,1083600.0,1133700.0,"tryparedoxin 2, putative"
2490,Tb927.3.5110,30960.0,21335.0,21250.0,27802.0,35434.0,43501.0,41853.0,44694.0,"hypothetical protein, conserved"
2491,Tb927.3.5120,43094.0,38582.0,37558.0,39196.0,64013.0,81010.0,93783.0,95576.0,"Ankyrin repeats (3 copies), putative"
2492,Tb927.3.5130,150480.0,158650.0,149760.0,164900.0,257120.0,258460.0,246860.0,254390.0,"exonuclease, putative"
2493,Tb927.3.5150,58309.0,66168.0,75233.0,80633.0,111940.0,128980.0,114620.0,116170.0,"exonuclease, putative"
2494,Tb927.3.5180,772740.0,867410.0,692810.0,742090.0,1272800.0,1385800.0,1324400.0,1363800.0,ADF/Cofilin
2495,Tb927.3.5220,14433.0,13013.0,13690.0,14956.0,19019.0,23119.0,22895.0,17895.0,"hypothetical protein, conserved"
2496,Tb927.3.5250,194750.0,200400.0,187410.0,197440.0,291080.0,334930.0,356300.0,328570.0,Zinc finger CCCH domain-containing protein 8
2498,Tb927.3.5280,197730.0,185950.0,204980.0,196210.0,341880.0,320780.0,361240.0,343400.0,"spliceosome-associated protein 49, putative"
2499,Tb927.3.5290,38414.0,24893.0,35897.0,36133.0,50050.0,56690.0,58699.0,53578.0,"hypothetical protein, conserved"
2500,Tb927.3.5300,5240.0,2721.7,3114.9,5572.5,5089.1,5117.2,6966.7,7681.0,"hypothetical protein, conserved"
2501,Tb927.3.5310,1904800.0,1883300.0,1886400.0,1902600.0,2871900.0,3031000.0,3294600.0,2965000.0,paraflagellar rod protein
2502,Tb927.3.5320,37249.0,34055.0,18497.0,28714.0,46936.0,47831.0,56388.0,50400.0,UBX domain-containing protein
2503,Tb927.3.5330,264320.0,355580.0,259720.0,300020.0,468350.0,488170.0,509680.0,512470.0,centaurin beta 5
2504,Tb927.3.5340,2959500.0,2964900.0,2917900.0,2904600.0,4788900.0,4988300.0,4990500.0,4882600.0,"Hsc70-interacting protein (Hip), putative"
2505,Tb927.3.5360,34873.0,34325.0,27954.0,32928.0,52534.0,56462.0,68013.0,61849.0,"FHA domain containing protein, putative"
2506,Tb927.3.5370,1769100.0,1828500.0,1758800.0,1664400.0,3020300.0,2929900.0,3238300.0,3084900.0,"hypothetical protein, conserved"
2507,Tb927.3.5400,29014.0,23142.0,23781.0,24264.0,41688.0,39865.0,43464.0,40913.0,"serine/threonine protein kinase RIO1, putative"
2508,Tb927.3.5420,462630.0,483600.0,448200.0,462820.0,788820.0,796120.0,811250.0,821890.0,protein transport protein Sec24
2509,Tb927.3.5430,515590.0,522540.0,448360.0,475570.0,833560.0,870170.0,811730.0,812000.0,"hypothetical protein, conserved"
2510,Tb927.3.5440,71675.0,74980.0,60923.0,64052.0,111660.0,112500.0,117210.0,114580.0,"SNF2 DNA repair protein, putative"
2511,Tb927.3.5460,1008.5,0.0,1230.8,927.43,740.78,1778.7,1164.2,1659.3,"RNA-binding protein, putative"
2512,Tb927.3.5470,58084.0,58391.0,57465.0,56458.0,121770.0,114100.0,119440.0,119700.0,"hypothetical protein, conserved"
2513,Tb927.3.5490,2428600.0,2452600.0,2321700.0,2277100.0,4011000.0,4294300.0,4425700.0,4131000.0,Putative intraflagellar transport protein B2
2514,Tb927.3.5500,349640.0,335990.0,330330.0,325110.0,534620.0,546290.0,589000.0,532000.0,"DNA-directed RNA polymerase II subunit 3, putative"
2515,Tb927.3.5520,2686100.0,2545300.0,2644600.0,2523800.0,4237200.0,4359900.0,4569300.0,4591800.0,26S proteasome regulatory non-ATPase subunit
2516,Tb927.3.5530,2448900.0,2449500.0,2341800.0,2349200.0,3648600.0,3775500.0,4018700.0,3861400.0,Tb-292 membrane associated protein
2517,Tb927.3.5540,683300.0,746850.0,709190.0,698960.0,1146000.0,1205900.0,1352400.0,1282800.0,"dynein intermediate chain WDRD34, putative"
2518,Tb927.3.5550,1730900.0,1785500.0,1766600.0,1698200.0,2963800.0,3057800.0,3252300.0,3034400.0,intraflagellar transport protein 27
2519,Tb927.3.5570,285390.0,264000.0,297770.0,272540.0,449880.0,483550.0,481560.0,476650.0,"syntaxin, putative"
2520,Tb927.3.5580,483580.0,487230.0,494830.0,498470.0,774300.0,815610.0,865120.0,829410.0,tryptophanyl-tRNA synthetase
2521,Tb927.3.560,141120.0,137510.0,148660.0,140190.0,222750.0,232180.0,237760.0,256510.0,"expression site-associated gene 11 (ESAG11) protein, putative"
2522,Tb927.3.5610,96909.0,123650.0,125590.0,116380.0,198760.0,186570.0,245460.0,190690.0,Mitochondrial ribosomal protein L3
2523,Tb927.3.5620,2724100.0,2764200.0,2704500.0,2694800.0,4344100.0,4566600.0,4849700.0,4681400.0,Facilitates chromatin transcription complex subunit spt16
2524,Tb927.3.5640,172230.0,165320.0,159000.0,158190.0,249620.0,274920.0,278840.0,275000.0,"nuclear transcription factor, putative"
2525,Tb927.3.5660,1026200.0,1090300.0,1007600.0,971270.0,1727400.0,1751900.0,1933500.0,1787900.0,"UDP-GlcNAc:alpha3-D-mannoside beta-1,2-N-acetylglucosaminyltransferase I"
2526,Tb927.3.610,129760.0,137580.0,139620.0,118150.0,194370.0,210650.0,235750.0,207250.0,"N-acetyltransferase complex ARD1 subunit, putative"
2527,Tb927.3.620,27366.0,21875.0,33758.0,31192.0,43281.0,55353.0,59026.0,47581.0,"ATP-dependent DEAD/H RNA helicase, putative"
2528,Tb927.3.640,43223.0,50127.0,49270.0,44567.0,80061.0,82804.0,87803.0,89086.0,"hypothetical protein, conserved"
2529,Tb927.3.690,142630.0,131230.0,135110.0,129440.0,227840.0,229950.0,227690.0,228080.0,"CMGC/RCK protein kinase, putative"
2530,Tb927.3.720,910250.0,931240.0,929520.0,928670.0,1486400.0,1498200.0,1606100.0,1534800.0,zinc finger protein 3
2531,Tb927.3.760,74777.0,80130.0,66733.0,56590.0,103850.0,116060.0,115300.0,112360.0,"hypothetical protein, conserved"
2532,Tb927.3.780,1962400.0,2060400.0,1761300.0,1958800.0,3300900.0,3606400.0,3590200.0,3609300.0,proteasome alpha 7 subunit
2533,Tb927.3.800,228940.0,210850.0,224770.0,215980.0,373660.0,422800.0,433870.0,403810.0,"Vacuolar iron transporter 1, putative"
2534,Tb927.3.820,46680.0,49840.0,51704.0,56040.0,84114.0,80512.0,91318.0,84336.0,"LSU ribosomal protein, mitochondrial, putative"
2535,Tb927.3.830,449650.0,468850.0,474310.0,422800.0,737050.0,818430.0,914210.0,793490.0,"flap endonuclease-1 (FEN-1), putative"
2536,Tb927.3.840,100700.0,91262.0,89614.0,81595.0,138750.0,162460.0,154770.0,162320.0,"hypothetical protein, conserved"
2537,Tb927.3.860,119160.0,114600.0,143960.0,97140.0,193610.0,215860.0,235580.0,206720.0,"Acyl carrier protein, mitochondrial"
2538,Tb927.3.880,33408.0,36391.0,40979.0,48748.0,69673.0,69685.0,80641.0,72926.0,"Ankyrin repeats (3 copies), putative"
2539,Tb927.3.890,8154.9,4908.7,3388.1,6556.1,9403.6,10909.0,10218.0,9742.6,"hypothetical protein, conserved"
2540,Tb927.3.900,9866.7,8009.0,9309.7,7908.4,13069.0,14170.0,14706.0,12516.0,"PUB domain containing protein, putative"
2541,Tb927.3.910,548370.0,591870.0,589350.0,540740.0,974560.0,944180.0,978750.0,997700.0,tubulin gamma chain
2542,Tb927.3.920,21753.0,18787.0,19981.0,22372.0,25541.0,31984.0,35470.0,30678.0,"hypothetical protein, conserved"
2543,Tb927.3.930,22843000.0,22526000.0,22067000.0,22311000.0,37254000.0,38891000.0,40715000.0,39325000.0,"dynein heavy chain, putative"
2544,Tb927.3.950,220160.0,239140.0,238240.0,232290.0,380780.0,378820.0,446360.0,366270.0,"2OG-Fe(II) oxygenase superfamily, putative"
2545,Tb927.3.970,157990.0,150910.0,140120.0,157410.0,255940.0,257360.0,255050.0,246920.0,Mitoribosomal SSU assembly factor 21
2546,Tb927.3.980,465180.0,511580.0,460370.0,496070.0,707180.0,856390.0,855580.0,836390.0,"hypothetical protein, conserved"
2547,Tb927.4.1020,892150.0,917470.0,801310.0,888160.0,1483000.0,1426200.0,1463700.0,1476000.0,"serine-palmitoyl-CoA transferase, putative"
2548,Tb927.4.1040,270490.0,260630.0,247670.0,255680.0,438730.0,467950.0,502760.0,462190.0,"hypothetical protein, conserved"
2549,Tb927.4.1070,20071.0,19327.0,20414.0,20769.0,31799.0,36874.0,35068.0,35731.0,Mitochondrial ribosomal protein L13
2550,Tb927.4.1080,3454500.0,3637300.0,3257100.0,3487800.0,5876900.0,5936000.0,5790600.0,5775500.0,"V-type ATPase, A subunit, putative"
2551,Tb927.4.1090,684470.0,683860.0,706390.0,733320.0,1197000.0,1307000.0,1407100.0,1194200.0,"endosomal integral membrane protein, putative"
2552,Tb927.4.110,197940.0,222790.0,154940.0,192660.0,320180.0,362950.0,368550.0,395680.0,"retrotransposon hot spot protein 1 (RHS1), interrupted"
2553,Tb927.4.1140,24222.0,32312.0,23218.0,22510.0,46034.0,51291.0,52386.0,51170.0,"phosphatidylinositol 4-kinase, putative"
2554,Tb927.4.1150,375620.0,365190.0,370270.0,394640.0,558760.0,592150.0,601140.0,538590.0,"hypothetical protein, conserved"
2555,Tb927.4.1160,43562.0,42247.0,37545.0,42643.0,61429.0,62848.0,68295.0,60537.0,"hypothetical protein, conserved"
2556,Tb927.4.1170,144690.0,171370.0,139900.0,143400.0,248080.0,241760.0,247270.0,231120.0,"ankyrin, putative"
2557,Tb927.4.1220,899660.0,910970.0,930660.0,933360.0,1291600.0,1299900.0,1383400.0,1354200.0,"leucine-rich repeat protein (LRRP), putative"
2558,Tb927.4.1230,1415500.0,1467500.0,1365000.0,1391600.0,2413700.0,2491100.0,2480400.0,2455900.0,hypothetical protein
2559,Tb927.4.1250,282500.0,270120.0,309880.0,279930.0,477840.0,469320.0,540600.0,508740.0,"peroxisome biogenesis factor 1, putative"
2560,Tb927.4.1270,2939000.0,3204600.0,2979300.0,2949700.0,4823500.0,5007600.0,5419200.0,5365700.0,"ruvB-like DNA helicase, putative"
2561,Tb927.4.1300,3910100.0,4027300.0,4122000.0,4403500.0,7229900.0,7761300.0,8171900.0,7619700.0,"amidinotransferase, putative"
2562,Tb927.4.1310,169430.0,169600.0,158180.0,136560.0,294360.0,283340.0,308030.0,300140.0,"ZFP family member, putative"
2563,Tb927.4.1330,1199400.0,1177500.0,1164900.0,1099900.0,2010500.0,2065200.0,2207600.0,2101400.0,"DNA topoisomerase IB, large subunit"
2564,Tb927.4.1340,293650.0,268170.0,258580.0,291900.0,434110.0,458600.0,425830.0,466280.0,Cleavage and polyadenylation specificity factor subunit
2565,Tb927.4.1360,1138800.0,1202200.0,1068000.0,1085300.0,1888200.0,2075300.0,2290300.0,1930500.0,"Glucose-6-phosphate 1-epimerase, putative"
2566,Tb927.4.1450,24474.0,24224.0,26781.0,24626.0,31395.0,36120.0,44891.0,37771.0,"hypothetical protein, conserved"
2567,Tb927.4.1480,148470.0,137320.0,130260.0,132130.0,248790.0,252110.0,269200.0,250850.0,DNA cross-link repair protein pso2/snm1
2568,Tb927.4.1500,73297.0,81041.0,88856.0,72104.0,125880.0,134630.0,144570.0,136760.0,RNA editing associated helicase 2
